rank,order_book_id,total_turnover,eng_symbol,abbrev_symbol,board_type,symbol,listed_date,de_listed_date,status,round_lot,a_share_id,exchange,type,trading_code,unique_id,stock_connect,trading_hours,selection_date,rank_window_start,rank_window_end,in_hkconnect_selection_20260506
792,06909.XHKG,4076825.0,BETTERLIFE HLDG,BDLKG,MainBoard,百得利控股,2021-07-15,0000-00-00,Active,1000.0,,XHKG,CS,06909,06909_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
793,08160.XHKG,4039578.0,GOLDWAY EDU,GOLDWAYEDU,GEM,GOLDWAYEDU,2016-12-02,0000-00-00,Active,12000.0,,XHKG,CS,08160,08160_03.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
794,00037.XHKG,4018660.0,FE HOTELS,YDJDSY,MainBoard,远东酒店实业,1979-07-03,0000-00-00,Active,2000.0,,XHKG,CS,00037,00037_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
795,08176.XHKG,4014456.0,SUPERROBOTICS,CRZN,GEM,超人智能,2002-02-19,0000-00-00,Active,5000.0,,XHKG,CS,08176,08176_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
796,08245.XHKG,3992393.0,CANOPY SKYFIRE,FYJT,GEM,烽翼集团,2015-09-30,0000-00-00,Active,20000.0,,XHKG,CS,08245,08245_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
797,02227.XHKG,3985000.0,SOLIS HOLDINGS,SYKG,MainBoard,守益控股,2017-12-11,0000-00-00,Active,4000.0,,XHKG,CS,02227,02227_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
798,09680.XHKG,3979944.0,CHENQI TECH,RQCX,MainBoard,如祺出行,2024-07-10,0000-00-00,Active,100.0,,XHKG,CS,09680,09680_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
799,08360.XHKG,3975300.0,BASIC H NEWLIFE,JPXSH,GEM,简朴新生活,2016-07-12,0000-00-00,Active,6000.0,,XHKG,CS,08360,08360_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
800,02560.XHKG,3966510.0,CONCH MAT TECH,HLCLKJ,MainBoard,海螺材料科技,2025-01-09,0000-00-00,Active,1000.0,,XHKG,CS,02560,02560_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
801,00544.XHKG,3963818.0,DAIDO GROUP,DTJT,MainBoard,大同集团,1989-12-14,0000-00-00,Active,5000.0,,XHKG,CS,00544,00544_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
802,01582.XHKG,3947870.0,CR CONSTRUCTION,HYJZ,MainBoard,华营建筑,2019-10-16,0000-00-00,Active,2500.0,,XHKG,CS,01582,01582_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
803,01161.XHKG,3905800.0,WATER OASIS GP,ASJT,MainBoard,奥思集团,2002-03-11,0000-00-00,Active,2000.0,,XHKG,CS,01161,01161_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
804,00442.XHKG,3904607.0,DOMAINE POWER,YNKG,MainBoard,域能控股,2015-03-11,0000-00-00,Active,1000.0,,XHKG,CS,00442,00442_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
805,01835.XHKG,3890208.0,REALWAY CAPITAL,RWZG,MainBoard,瑞威资管,2018-11-13,0000-00-00,Active,400.0,,XHKG,CS,01835,01835_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
806,00827.XHKG,3852964.0,KO YO GROUP,JYJT,MainBoard,玖源集团,2008-08-25,0000-00-00,Active,4000.0,,XHKG,CS,00827,00827_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
807,82020.XHKG,3849880.0,ANTA SPORTS-R,ATTYR,MainBoard,安踏体育-R,2023-06-19,0000-00-00,Active,200.0,,XHKG,CS,82020,82020_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
808,01623.XHKG,3833011.0,HILONG,HLKG,MainBoard,海隆控股,2011-04-21,0000-00-00,Active,1000.0,,XHKG,CS,01623,01623_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
809,00750.XHKG,3811951.0,SFSY ENERGY,SFXYNY,MainBoard,水发兴业能源,2009-01-13,0000-00-00,Active,1000.0,,XHKG,CS,00750,00750_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
810,06038.XHKG,3801700.0,G & M HLDGS,XYKG,MainBoard,信越控股,2017-06-13,0000-00-00,Active,10000.0,,XHKG,CS,06038,06038_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
811,08200.XHKG,3777566.0,SAU SAN TONG,XST,GEM,修身堂,2003-11-19,0000-00-00,Active,4000.0,,XHKG,CS,08200,08200_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
812,08487.XHKG,3775978.0,ISP GLOBAL,ISPGLOBAL,GEM,ISPGLOBAL,2018-01-16,0000-00-00,Active,2000.0,,XHKG,CS,08487,08487_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
813,02226.XHKG,3775676.0,HONWORLD GP,LHHNZ,MainBoard,老恒和酿造,2014-01-28,0000-00-00,Active,500.0,,XHKG,CS,02226,02226_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
814,00725.XHKG,3769200.0,PERENNIAL INT'L,HDJT,MainBoard,恒都集团,1996-12-30,0000-00-00,Active,2000.0,,XHKG,CS,00725,00725_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
815,02593.XHKG,3765712.0,HERBS GROUP,CJJT,MainBoard,草姬集团,2024-12-19,0000-00-00,Active,800.0,,XHKG,CS,02593,02593_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
816,01389.XHKG,3755733.0,MAJOR HLDGS,MJHKG,MainBoard,美捷汇控股,2015-10-30,0000-00-00,Active,12000.0,,XHKG,CS,01389,01389_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
817,01580.XHKG,3720250.0,DA SEN HLDGS,DSKG,MainBoard,大森控股,2016-12-19,0000-00-00,Active,30000.0,,XHKG,CS,01580,01580_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
818,01085.XHKG,3715620.0,HXTL,HXKJ,MainBoard,亨鑫科技,2010-12-23,0000-00-00,Active,2000.0,,XHKG,CS,01085,01085_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
819,06820.XHKG,3692680.0,FRIENDTIMES,YYSG,MainBoard,友谊时光,2019-10-08,0000-00-00,Active,2000.0,,XHKG,CS,06820,06820_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
820,02327.XHKG,3689010.0,MEILLEUREHEALTH,MRJKGJ,MainBoard,美瑞健康国际,2003-10-14,0000-00-00,Active,6000.0,,XHKG,CS,02327,02327_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
821,02112.XHKG,3659350.0,GRACE LIFE-TECH,EDSMKJ,MainBoard,恩典生命科技,2013-07-03,0000-00-00,Active,2000.0,,XHKG,CS,02112,02112_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
822,08223.XHKG,3644320.0,ZYY,ZYY,GEM,紫元元,2018-07-09,0000-00-00,Active,4000.0,,XHKG,CS,08223,08223_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
823,03662.XHKG,3643620.0,STARJOY W&T,XYKL,MainBoard,星悦康旅,2019-03-18,0000-00-00,Active,1000.0,,XHKG,CS,03662,03662_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
824,01029.XHKG,3616590.0,IRC,TH,MainBoard,铁货,2010-10-21,0000-00-00,Active,4000.0,,XHKG,CS,01029,01029_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
825,01871.XHKG,3593520.0,CHINA ORIENTED,XZGJ,MainBoard,向中国际,2019-10-24,0000-00-00,Active,4000.0,,XHKG,CS,01871,01871_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
826,00428.XHKG,3567827.0,COCOON HOLDINGS,ZGTGKG,MainBoard,中国天弓控股,1993-12-14,0000-00-00,Active,4000.0,,XHKG,CS,00428,00428_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
827,00391.XHKG,3532080.0,MEI AH ENTER,MYYLZX,MainBoard,美亚娱乐资讯,1993-10-18,0000-00-00,Active,20000.0,,XHKG,CS,00391,00391_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
828,01927.XHKG,3525305.0,JIUJIUWANG,JJW,MainBoard,久久王,2021-03-16,0000-00-00,Active,5000.0,,XHKG,CS,01927,01927_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
829,02347.XHKG,3497280.0,YOHO GROUP,YHJT,MainBoard,友和集团,2022-06-10,0000-00-00,Active,2000.0,,XHKG,CS,02347,02347_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
830,00771.XHKG,3488457.0,AUTOMATED SYS,ZDXT,MainBoard,自动系统,1997-11-05,0000-00-00,Active,2000.0,,XHKG,CS,00771,00771_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
831,01690.XHKG,3432280.0,LAP KEI ENGRG,LJGCKG,MainBoard,立基工程控股,2018-02-12,0000-00-00,Active,10000.0,,XHKG,CS,01690,01690_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
832,08427.XHKG,3424038.0,WS-SK TARGET,WSRQJT,GEM,万顺瑞强集团,2017-07-19,0000-00-00,Active,400.0,,XHKG,CS,08427,08427_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
833,00450.XHKG,3419720.0,HUNG HING PRINT,HXYSJT,MainBoard,鸿兴印刷集团,1992-03-16,0000-00-00,Active,2000.0,,XHKG,CS,00450,00450_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
834,08042.XHKG,3403990.0,KOS TALENT GP,GASRCJT,GEM,高奥士人才集团,2018-10-12,0000-00-00,Active,10000.0,,XHKG,CS,08042,08042_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
835,08082.XHKG,3401863.0,QINGHUA HOLD,QHKG,GEM,擎华控股,2001-11-02,0000-00-00,Active,10000.0,,XHKG,CS,08082,08082_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
836,02409.XHKG,3400720.0,SEACON,ZJCW,MainBoard,洲际船务,2023-03-29,0000-00-00,Active,1000.0,,XHKG,CS,02409,02409_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
837,01498.XHKG,3395615.0,PURAPHARM,PLNBF,MainBoard,培力农本方,2015-07-08,0000-00-00,Active,500.0,,XHKG,CS,01498,01498_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
838,01463.XHKG,3385770.0,C-LINK SQ,CLINKSQ,MainBoard,C-LINKSQ,2020-03-27,0000-00-00,Active,2000.0,,XHKG,CS,01463,01463_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
839,03878.XHKG,3375334.0,VICON HOLDINGS,VICONHOLDINGS,MainBoard,VICONHOLDINGS,2017-12-22,0000-00-00,Active,2000.0,,XHKG,CS,03878,03878_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
840,01689.XHKG,3372200.0,HUAXIHOLDINGS,HXKG,MainBoard,华禧控股,2013-12-06,0000-00-00,Active,2000.0,,XHKG,CS,01689,01689_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
841,00401.XHKG,3333178.0,WANJIA GROUP,WJJT,MainBoard,万嘉集团,2013-10-11,0000-00-00,Active,20000.0,,XHKG,CS,00401,00401_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
842,01795.XHKG,3319320.0,YADONG GROUP,YDJT,MainBoard,亚东集团,2020-11-18,0000-00-00,Active,3000.0,,XHKG,CS,01795,01795_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
843,08371.XHKG,3310467.0,TASTEGOURMET GP,CGMJT,GEM,尝高美集团,2018-01-17,0000-00-00,Active,4000.0,,XHKG,CS,08371,08371_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
844,01559.XHKG,3301432.0,KWAN ON HLDGS,JAKG,MainBoard,均安控股,2016-08-15,0000-00-00,Active,10000.0,,XHKG,CS,01559,01559_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
845,01397.XHKG,3300600.0,BAGUIO GREEN,BYLSJT,MainBoard,碧瑶绿色集团,2014-05-22,0000-00-00,Active,4000.0,,XHKG,CS,01397,01397_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
846,08208.XHKG,3295134.0,RADIANCE GLO GP,YTWGJT,GEM,永通万国集团,2019-11-29,0000-00-00,Active,6000.0,,XHKG,CS,08208,08208_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
847,01497.XHKG,3288914.0,YAN PALACE,YZW,MainBoard,燕之屋,2023-12-12,0000-00-00,Active,400.0,,XHKG,CS,01497,01497_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
848,02297.XHKG,3260249.0,RAINMED-B,RMDB,MainBoard,润迈德-B,2022-07-08,0000-00-00,Active,1000.0,,XHKG,CS,02297,02297_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
849,08619.XHKG,3254356.0,NIU HOLDINGS,NIUHOLDINGS,GEM,NIUHOLDINGS,2018-09-17,0000-00-00,Active,10000.0,,XHKG,CS,08619,08619_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
850,02779.XHKG,3207105.0,CH XINHUA EDU,ZGXHJY,MainBoard,中国新华教育,2018-03-26,0000-00-00,Active,1000.0,,XHKG,CS,02779,02779_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
851,08148.XHKG,3201312.0,WUXI LIFE,WXSH,GEM,悟喜生活,2004-01-09,0000-00-00,Active,20000.0,,XHKG,CS,08148,08148_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
852,08532.XHKG,3192011.0,POLYFAIR HLDGS,BFKG,GEM,宝发控股,2018-02-23,0000-00-00,Active,16000.0,,XHKG,CS,08532,08532_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
853,01900.XHKG,3188626.0,CHINA ITS,ZGZNJT,MainBoard,中国智能交通,2010-07-15,0000-00-00,Active,1000.0,,XHKG,CS,01900,01900_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
854,09991.XHKG,3185177.0,BAOZUN-W,BZDSW,MainBoard,宝尊电商-W,2020-09-29,0000-00-00,Active,100.0,,XHKG,CS,09991,09991_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
855,01596.XHKG,3172756.0,YICHEN IND,YCSY,MainBoard,翼辰实业,2016-12-21,0000-00-00,Active,1000.0,,XHKG,CS,01596,01596_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
856,08516.XHKG,3163790.0,ZY INTL,ZYGJ,GEM,中盈国际,2018-10-15,0000-00-00,Active,5000.0,,XHKG,CS,08516,08516_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
857,06686.XHKG,3121430.0,NOAH HOLDINGS,NYKG,MainBoard,诺亚控股,2022-07-13,0000-00-00,Active,100.0,,XHKG,CS,06686,06686_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
858,08418.XHKG,3113180.0,OPTIMA AUTO,ADMQC,GEM,傲迪玛汽车,2019-10-11,0000-00-00,Active,2000.0,,XHKG,CS,08418,08418_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
859,01652.XHKG,3106100.0,FUSEN PHARM,FSYY,MainBoard,福森药业,2018-07-11,0000-00-00,Active,1000.0,,XHKG,CS,01652,01652_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
860,01722.XHKG,3097830.0,KIN PANG HLDGS,JPKG,MainBoard,建鹏控股,2017-12-15,0000-00-00,Active,10000.0,,XHKG,CS,01722,01722_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
861,08087.XHKG,3096228.0,CHINA 33MEDIA,ZGSSCMX,GEM,中国三三传媒-新,2011-02-28,0000-00-00,Active,2000.0,,XHKG,CS,08087,08087_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
862,82331.XHKG,3092385.0,LI NING-R,LNR,MainBoard,李宁-R,2023-06-19,0000-00-00,Active,500.0,,XHKG,CS,82331,82331_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
863,08049.XHKG,3090400.0,JILIN CHANGLONG,JLCLYY,GEM,吉林长龙药业,2001-05-24,0000-00-00,Active,4000.0,,XHKG,CS,08049,08049_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
864,00554.XHKG,3072184.0,HANS GP HLDGS,HSJTKG,MainBoard,汉思集团控股,1997-05-28,0000-00-00,Active,2000.0,,XHKG,CS,00554,00554_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
865,08316.XHKG,3070976.0,CHINA HONGBAO,ZGHB,GEM,中国红包,2015-08-10,0000-00-00,Active,2000.0,,XHKG,CS,08316,08316_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
866,08050.XHKG,3051542.0,CITY COOLXUAN,CSKX,GEM,城市酷选,2000-07-24,0000-00-00,Active,2000.0,,XHKG,CS,08050,08050_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
867,00418.XHKG,3048840.0,FOUNDER HOLD,FZKG,MainBoard,方正控股,1995-12-21,0000-00-00,Active,2000.0,,XHKG,CS,00418,00418_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
868,01586.XHKG,3028431.0,LEON INSPECTION,LHJY,MainBoard,力鸿检验,2016-07-12,0000-00-00,Active,4000.0,,XHKG,CS,01586,01586_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
869,02605.XHKG,3019880.0,METALIGHT,METALIGHT,MainBoard,METALIGHT,2025-06-10,0000-00-00,Active,400.0,,XHKG,CS,02605,02605_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
870,00928.XHKG,3018507.0,KING INTL INV,DWGJTZ,MainBoard,帝王国际投资,2002-04-29,0000-00-00,Active,20000.0,,XHKG,CS,00928,00928_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
871,01627.XHKG,3016060.0,ABLE ENG HLDGS,ABGCKG,MainBoard,安保工程控股,2017-02-20,0000-00-00,Active,4000.0,,XHKG,CS,01627,01627_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
872,01204.XHKG,2997920.0,BOARDWARE INTEL,BWZH,MainBoard,博维智慧,2022-07-15,0000-00-00,Active,2000.0,,XHKG,CS,01204,01204_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
873,02108.XHKG,2995280.0,K2 F&B,K2FB,MainBoard,K2F&B,2019-03-06,0000-00-00,Active,4000.0,,XHKG,CS,02108,02108_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
874,01146.XHKG,2983968.0,HUICHENG INTL H,HCGJKG,MainBoard,汇成国际控股,2011-12-09,0000-00-00,Active,2000.0,,XHKG,CS,01146,01146_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
875,02295.XHKG,2983600.0,MAXICITY,FCKG,MainBoard,丰城控股,2021-12-31,0000-00-00,Active,5000.0,,XHKG,CS,02295,02295_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
876,01420.XHKG,2979952.0,CHUAN HOLDING,CKG,MainBoard,川控股,2016-06-08,0000-00-00,Active,4000.0,,XHKG,CS,01420,01420_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
877,08646.XHKG,2977368.0,CHINA HONGGUANG,ZGHG,GEM,中国宏光,2020-01-13,0000-00-00,Active,3000.0,,XHKG,CS,08646,08646_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
878,01968.XHKG,2962892.0,HINGTEX HLDGS,XFKG,MainBoard,兴纺控股,2018-07-16,0000-00-00,Active,4000.0,,XHKG,CS,01968,01968_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
879,06657.XHKG,2962322.0,BAIWANG CO,BWGF,MainBoard,百望股份,2024-07-09,0000-00-00,Active,100.0,,XHKG,CS,06657,06657_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
880,00610.XHKG,2946780.0,WAI KEE HOLD,WAIKEEHOLD,MainBoard,WAIKEEHOLD,1992-08-28,0000-00-00,Active,2000.0,,XHKG,CS,00610,00610_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
881,01449.XHKG,2943490.0,LEADER EDU,LDJY,MainBoard,立德教育,2020-08-06,0000-00-00,Active,1000.0,,XHKG,CS,01449,01449_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
882,08037.XHKG,2941220.0,CH BIOTECH SER,ZGSWKJFW,GEM,中国生物科技服务,2004-06-17,0000-00-00,Active,5000.0,,XHKG,CS,08037,08037_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
883,00618.XHKG,2912255.0,PKU RESOURCES,BDZY,MainBoard,北大资源,1991-10-07,0000-00-00,Active,8000.0,,XHKG,CS,00618,00618_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
884,08489.XHKG,2909950.0,GP LOGISTICS,YCWL,GEM,裕程物流,2021-01-13,0000-00-00,Active,5000.0,,XHKG,CS,08489,08489_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
885,08620.XHKG,2893930.0,AE LOGISTICS,YZSY,GEM,亚洲速运,2020-04-20,0000-00-00,Active,5000.0,,XHKG,CS,08620,08620_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
886,06860.XHKG,2872284.0,FINGERTANGO,ZJYD,MainBoard,指尖悦动,2018-07-12,0000-00-00,Active,1000.0,,XHKG,CS,06860,06860_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
887,00154.XHKG,2857190.0,BE ENVIRONMENT,BJKGHJJT,MainBoard,北京控股环境集团,1980-04-29,0000-00-00,Active,1000.0,,XHKG,CS,00154,00154_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
888,01637.XHKG,2853050.0,SH GROUP HLDG,SXJTKG,MainBoard,顺兴集团控股,2017-01-03,0000-00-00,Active,2000.0,,XHKG,CS,01637,01637_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
889,06633.XHKG,2851025.0,QINGCI GAMES,QCYX,MainBoard,青瓷游戏,2021-12-16,0000-00-00,Active,500.0,,XHKG,CS,06633,06633_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
890,02180.XHKG,2849972.0,MANPOWER GRC,WBSH,MainBoard,万宝盛华,2019-07-10,0000-00-00,Active,250.0,,XHKG,CS,02180,02180_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
891,01251.XHKG,2832392.0,SPT ENERGY,HYNY,MainBoard,华油能源,2011-12-23,0000-00-00,Active,2000.0,,XHKG,CS,01251,01251_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
892,02110.XHKG,2827027.0,TIAN CHENG HLDG,TCKG,MainBoard,天成控股,2020-12-07,0000-00-00,Active,10000.0,,XHKG,CS,02110,02110_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
893,02358.XHKG,2817350.0,JIU RONG HOLD,JRKG,MainBoard,久融控股,2004-07-15,0000-00-00,Active,10000.0,,XHKG,CS,02358,02358_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
894,02501.XHKG,2816220.0,MAIYUE TECH,MYKJ,MainBoard,迈越科技,2023-10-11,0000-00-00,Active,2000.0,,XHKG,CS,02501,02501_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
895,00076.XHKG,2815795.0,ELATE HOLDINGS,YLKG,MainBoard,谊砾控股,1984-09-24,0000-00-00,Active,4000.0,,XHKG,CS,00076,00076_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
896,01097.XHKG,2814455.0,I-CABLE COMM,YXKP,MainBoard,有线宽频,1999-11-24,0000-00-00,Active,20000.0,,XHKG,CS,01097,01097_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
897,06663.XHKG,2809290.0,IWS GROUP,GJYSJT,MainBoard,国际永胜集团,2022-03-07,0000-00-00,Active,10000.0,,XHKG,CS,06663,06663_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
898,02080.XHKG,2804130.0,AUX INTL,AKSGJ,MainBoard,奥克斯国际,2014-01-23,0000-00-00,Active,2000.0,,XHKG,CS,02080,02080_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
899,00296.XHKG,2794944.0,EMPEROR E HOTEL,YHYLJD,MainBoard,英皇娱乐酒店,1988-12-30,0000-00-00,Active,5000.0,,XHKG,CS,00296,00296_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
900,01555.XHKG,2784546.0,MIE HOLDINGS,MINY,MainBoard,MI能源,2010-12-14,0000-00-00,Active,2000.0,,XHKG,CS,01555,01555_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
901,00128.XHKG,2782899.0,ENM HOLDINGS,ANKG,MainBoard,安宁控股,1972-11-16,0000-00-00,Active,4000.0,,XHKG,CS,00128,00128_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
902,08659.XHKG,2780995.0,YIK WO INTL,YHGJKG,GEM,易和国际控股,2020-07-13,0000-00-00,Active,5000.0,,XHKG,CS,08659,08659_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
903,01305.XHKG,2777220.0,WAI CHI HOLD,WZKG,MainBoard,伟志控股,2014-11-18,0000-00-00,Active,1000.0,,XHKG,CS,01305,01305_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
